"","flybasecg","flybase","pass.min.cells","is.mito","chr","start","end","strand","transcript.length"
"CG15404","CG15404","FBgn0031512",FALSE,FALSE,"2L",3173972,3174504,"+",533
"CG34393","CG34393","FBgn0085422",FALSE,FALSE,"2L",3175112,3200496,"-",25385
"lncRNA:CR45336","CR45336","FBgn0266875",FALSE,FALSE,"2L",3210515,3211156,"+",642
"lncRNA:CR45337","CR45337","FBgn0266876",FALSE,FALSE,"2L",3260973,3261281,"-",309
"lncRNA:CR45338","CR45338","FBgn0266877",FALSE,FALSE,"2L",3261638,3262007,"-",370
"lncRNA:CR45706","CR45706","FBgn0267270",FALSE,FALSE,"2L",3264168,3265714,"-",1547
"lncRNA:CR44484","CR44484","FBgn0265677",FALSE,FALSE,"2L",3268269,3268646,"+",378
"CG3347","CG3347","FBgn0031513",TRUE,FALSE,"2L",3269437,3271806,"+",2370
"OtopLb","CG3332","FBgn0031514",FALSE,FALSE,"2L",3275800,3280534,"-",4735
"lncRNA:CR44485","CR44485","FBgn0265678",FALSE,FALSE,"2L",3287822,3288591,"+",770
"CG9664","CG9664","FBgn0031515",TRUE,FALSE,"2L",3291245,3294706,"-",3462
"CG9663","CG9663","FBgn0031516",TRUE,FALSE,"2L",3294926,3303130,"-",8205
"CG3277","CG3277","FBgn0031518",TRUE,FALSE,"2L",3304100,3317418,"+",13319
"CG15406","CG15406","FBgn0031517",TRUE,FALSE,"2L",3309222,3311682,"+",2461
"Fign","CG3326","FBgn0031519",TRUE,FALSE,"2L",3316794,3319872,"-",3079
"CG8837","CG8837","FBgn0031520",TRUE,FALSE,"2L",3320245,3323141,"+",2897
"CG33281","CG33281","FBgn0053281",TRUE,FALSE,"2L",3324237,3326637,"+",2401
"CG33282","CG33282","FBgn0053282",FALSE,FALSE,"2L",3327903,3329792,"+",1890
"CG3285","CG3285","FBgn0031522",FALSE,FALSE,"2L",3330928,3332876,"+",1949
"CG15408","CG15408","FBgn0031523",FALSE,FALSE,"2L",3332814,3334790,"+",1977
"E23","CG3327","FBgn0020445",TRUE,FALSE,"2L",3334875,3354829,"-",19955
"CG8838","CG8838","FBgn0031526",TRUE,FALSE,"2L",3357646,3358618,"+",973
"GramD1B","CG34394","FBgn0085423",TRUE,FALSE,"2L",3358640,3373372,"-",14733
"CG15412","CG15412","FBgn0031528",TRUE,FALSE,"2L",3373567,3375711,"-",2145
"CG9662","CG9662","FBgn0031529",TRUE,FALSE,"2L",3375832,3376737,"-",906
"Ptpa","CG3289","FBgn0016698",TRUE,FALSE,"2L",3377002,3378590,"+",1589
"lncRNA:CR45301","CR45301","FBgn0266839",FALSE,FALSE,"2L",3386863,3387278,"-",416
"Sfp23F","CG42459","FBgn0259949",TRUE,FALSE,"2L",3387354,3387743,"-",390
"CG42460","CG42460","FBgn0259950",FALSE,FALSE,"2L",3387882,3388496,"-",615
"lncRNA:CR44791","CR44791","FBgn0266026",FALSE,FALSE,"2L",3389348,3389753,"+",406
"asRNA:TS15","CR44792","FBgn0266027",FALSE,FALSE,"2L",3397323,3398444,"-",1122
"CG34175","CG34175","FBgn0085204",TRUE,FALSE,"2L",3398023,3398684,"+",662
"Pgant2","CG3254","FBgn0031530",TRUE,FALSE,"2L",3404460,3426719,"-",22260
"CG8840","CG8840","FBgn0031531",TRUE,FALSE,"2L",3410560,3411199,"+",640
"CG31952","CG31952","FBgn0051952",TRUE,FALSE,"2L",3416693,3418068,"+",1376
"CG2772","CG2772","FBgn0031533",TRUE,FALSE,"2L",3445992,3447589,"+",1598
"Snx1","CG2774","FBgn0031534",TRUE,FALSE,"2L",3449683,3452106,"+",2424
"CG12795","CG12795","FBgn0031535",TRUE,FALSE,"2L",3452466,3453755,"+",1290
"Cog3","CG3248","FBgn0031536",TRUE,FALSE,"2L",3453697,3457064,"-",3368
"Sec5","CG8843","FBgn0266670",TRUE,FALSE,"2L",3457302,3460367,"+",3066
"CG3246","CG3246","FBgn0031538",TRUE,FALSE,"2L",3460322,3461952,"-",1631
"msl-2","CG3241","FBgn0005616",TRUE,FALSE,"2L",3462218,3466112,"-",3895
"mir-4971","CR43511","FBgn0263526",FALSE,FALSE,"2L",3463290,3463400,"-",111
"ND-PDSW","CG8844","FBgn0021967",TRUE,FALSE,"2L",3466157,3467334,"+",1178
"Pif1","CG3238","FBgn0031540",TRUE,FALSE,"2L",3467342,3470004,"-",2663
"CG31776","CG31776","FBgn0051776",TRUE,FALSE,"2L",3470182,3472364,"+",2183
"Pgant4","CG31956","FBgn0051956",FALSE,FALSE,"2L",3472603,3475338,"+",2736
"lncRNA:CR45372","CR45372","FBgn0266912",FALSE,FALSE,"2L",3475365,3476058,"+",694
"lncRNA:CR43928","CR43928","FBgn0264549",FALSE,FALSE,"2L",3476343,3477648,"+",1306
"Thor","CG8846","FBgn0261560",TRUE,FALSE,"2L",3478434,3479612,"+",1179
"CG15414","CG15414","FBgn0031542",FALSE,FALSE,"2L",3480755,3491071,"-",10317
"tim","CG3234","FBgn0014396",TRUE,FALSE,"2L",3493986,3508119,"-",14134
"snoRNA:Or-CD16","CR46379","FBgn0286737",FALSE,FALSE,"2L",3504032,3504182,"-",151
"lncRNA:CR45299","CR45299","FBgn0266837",FALSE,FALSE,"2L",3508598,3509036,"+",439
"CG31954","CG31954","FBgn0051954",FALSE,FALSE,"2L",3509058,3510102,"-",1045
"asRNA:CR45300","CR45300","FBgn0266838",FALSE,FALSE,"2L",3509099,3509440,"+",342
"LeuRS","CG33123","FBgn0284253",TRUE,FALSE,"2L",3510328,3514656,"-",4329
"CG17593","CG17593","FBgn0031544",TRUE,FALSE,"2L",3514872,3517264,"+",2393
"CG3213","CG3213","FBgn0031545",TRUE,FALSE,"2L",3517273,3519651,"-",2379
"CG8851","CG8851","FBgn0031546",TRUE,FALSE,"2L",3519677,3522555,"+",2879
"Sr-CIV","CG3212","FBgn0031547",FALSE,FALSE,"2L",3522521,3524056,"-",1536
"CG8852","CG8852","FBgn0031548",TRUE,FALSE,"2L",3525131,3527588,"+",2458
"Spindly","CG15415","FBgn0031549",TRUE,FALSE,"2L",3527387,3530317,"-",2931
"IFT57","CG8853","FBgn0031550",FALSE,FALSE,"2L",3530789,3532678,"+",1890
"lncRNA:CR44308","CR44308","FBgn0265367",TRUE,FALSE,"2L",3537844,3538333,"+",490
"drm","CG10016","FBgn0024244",FALSE,FALSE,"2L",3539247,3548423,"+",9177
"lncRNA:CR44309","CR44309","FBgn0265368",TRUE,FALSE,"2L",3562038,3563118,"+",1081
"lncRNA:CR44747","CR44747","FBgn0265960",FALSE,FALSE,"2L",3563308,3563540,"-",233
"lncRNA:CR43822","CR43822","FBgn0264370",FALSE,FALSE,"2L",3575350,3575806,"+",457
"CG43815","CG43815","FBgn0264363",TRUE,FALSE,"2L",3576210,3576623,"+",414
"sob","CG3242","FBgn0004892",FALSE,FALSE,"2L",3578013,3580769,"-",2757
"lncRNA:TS2","CR46324","FBgn0284410",FALSE,FALSE,"2L",3587068,3587469,"-",402
"lncRNA:CR43823","CR43823","FBgn0264371",TRUE,FALSE,"2L",3588485,3590301,"-",1817
"odd","CG3851","FBgn0002985",FALSE,FALSE,"2L",3604224,3606756,"-",2533
"lncRNA:CR44310","CR44310","FBgn0265369",FALSE,FALSE,"2L",3616296,3617619,"+",1324
"Ugt36A1","CG2788","FBgn0015663",TRUE,FALSE,"2L",3619097,3621573,"+",2477
"CG15418","CG15418","FBgn0031554",TRUE,FALSE,"2L",3621110,3621704,"-",595
"for","CG10033","FBgn0000721",TRUE,FALSE,"2L",3622074,3656953,"-",34880
"mir-4972","CR43508","FBgn0263523",FALSE,FALSE,"2L",3636967,3637073,"-",107
"Drgx","CG34340","FBgn0085369",TRUE,FALSE,"2L",3662745,3692114,"+",29370
"Sfp24Ba","CG42461","FBgn0259951",FALSE,FALSE,"2L",3667977,3668551,"-",575
"Sfp24Bd","CG42463","FBgn0259953",FALSE,FALSE,"2L",3668691,3669134,"-",444
"Sfp24Bb","CG42462","FBgn0259952",FALSE,FALSE,"2L",3669261,3669775,"-",515
"Sfp24Bc","CG42602","FBgn0261054",FALSE,FALSE,"2L",3670131,3670581,"-",451
"CG16704","CG16704","FBgn0031558",TRUE,FALSE,"2L",3692123,3692587,"-",465
"CG3513","CG3513","FBgn0031559",FALSE,FALSE,"2L",3692699,3693182,"-",484
"Acp24A4","CG31779","FBgn0051779",FALSE,FALSE,"2L",3693184,3693905,"-",722
"CG43165","CG43165","FBgn0262721",FALSE,FALSE,"2L",3694431,3695020,"-",590
"CG16713","CG16713","FBgn0031560",TRUE,FALSE,"2L",3695032,3695411,"-",380
"IM33","CG16712","FBgn0031561",TRUE,FALSE,"2L",3696218,3696658,"-",441
"CG3604","CG3604","FBgn0031562",FALSE,FALSE,"2L",3697242,3697872,"-",631
"CG10031","CG10031","FBgn0031563",TRUE,FALSE,"2L",3698451,3699092,"-",642
"CG42464","CG42464","FBgn0259954",TRUE,FALSE,"2L",3699464,3699826,"+",363
"CG42465","CG42465","FBgn0259955",TRUE,FALSE,"2L",3700195,3700658,"+",464
"Sfp24C1","CG42466","FBgn0259956",TRUE,FALSE,"2L",3700674,3701092,"+",419
"CG42467","CG42467","FBgn0259957",FALSE,FALSE,"2L",3701290,3701699,"+",410
"CG43145","CG43145","FBgn0262621",TRUE,FALSE,"2L",3701826,3702248,"+",423
"lncRNA:CR44311","CR44311","FBgn0265370",FALSE,FALSE,"2L",3702614,3702947,"+",334
"CG2816","CG2816","FBgn0031564",FALSE,FALSE,"2L",3703659,3704253,"+",595
"CG31778","CG31778","FBgn0051778",TRUE,FALSE,"2L",3704106,3705488,"-",1383
"CG31777","CG31777","FBgn0051777",TRUE,FALSE,"2L",3706551,3707063,"-",513
"cutlet","CG33122","FBgn0015376",TRUE,FALSE,"2L",3707230,3711748,"-",4519
"CG31955","CG31955","FBgn0051955",TRUE,FALSE,"2L",3711881,3713105,"-",1225
"CG2818","CG2818","FBgn0031566",TRUE,FALSE,"2L",3713360,3716810,"+",3451
"lectin-24A","CG3410","FBgn0040104",FALSE,FALSE,"2L",3716800,3717773,"-",974
"Shaw","CG2822","FBgn0003386",TRUE,FALSE,"2L",3718185,3729145,"+",10961
"CG10019","CG10019","FBgn0031568",TRUE,FALSE,"2L",3730466,3754617,"+",24152
"CG43707","CG43707","FBgn0263846",FALSE,FALSE,"2L",3757256,3769525,"+",12270
"CG43703","CG43703","FBgn0263842",FALSE,FALSE,"2L",3765494,3765863,"+",370
"mir-1004","CR42926","FBgn0262392",FALSE,FALSE,"2L",3767621,3767688,"+",68
"lncRNA:CR43704","CR43704","FBgn0263843",TRUE,FALSE,"2L",3769926,3770454,"-",529
"bowl","CG10021","FBgn0004893",TRUE,FALSE,"2L",3771700,3784121,"+",12422
"CG31960","CG31960","FBgn0051960",TRUE,FALSE,"2L",3784947,3785622,"+",676
"bark","CG3921","FBgn0031571",TRUE,FALSE,"2L",3787167,3802726,"+",15560
"Reph","CG3920","FBgn0021800",TRUE,FALSE,"2L",3803545,3810671,"+",7127
"CG3407","CG3407","FBgn0031573",TRUE,FALSE,"2L",3810801,3813410,"-",2610
"lncRNA:CR44076","CR44076","FBgn0264885",FALSE,FALSE,"2L",3815438,3815948,"+",511
"lncRNA:CR44077","CR44077","FBgn0264886",FALSE,FALSE,"2L",3817724,3818534,"+",811
"slp1","CG16738","FBgn0003430",FALSE,FALSE,"2L",3825675,3827099,"+",1425
"slp2","CG2939","FBgn0004567",FALSE,FALSE,"2L",3836840,3839185,"+",2346
"lncRNA:CR44983","CR44983","FBgn0266318",FALSE,FALSE,"2L",3845130,3845716,"-",587
"lncRNA:CR45451","CR45451","FBgn0267007",FALSE,FALSE,"2L",3851951,3852604,"+",654
"lncRNA:CR45449","CR45449","FBgn0267005",FALSE,FALSE,"2L",3854288,3854994,"-",707
"lncRNA:CR45450","CR45450","FBgn0267006",FALSE,FALSE,"2L",3856478,3857172,"-",695
"lncRNA:CR44078","CR44078","FBgn0264887",TRUE,FALSE,"2L",3861405,3862097,"-",693
"TTLL4B","CG3964","FBgn0031574",TRUE,FALSE,"2L",3862668,3867507,"+",4840
"Cep97","CG3980","FBgn0031575",TRUE,FALSE,"2L",3867697,3871425,"+",3729
"CG31957","CG31957","FBgn0051957",TRUE,FALSE,"2L",3871271,3872458,"-",1188
"capu","CG3399","FBgn0000256",TRUE,FALSE,"2L",3872646,3902860,"-",30215
"fred","CG31774","FBgn0051774",TRUE,FALSE,"2L",3902928,3991713,"-",88786
"CG31773","CG31773","FBgn0051773",TRUE,FALSE,"2L",3911796,3914288,"-",2493
"CG43797","CG43797","FBgn0264341",FALSE,FALSE,"2L",4000018,4000806,"+",789
"lncRNA:CR45344","CR45344","FBgn0266883",FALSE,FALSE,"2L",4001084,4001620,"+",537
"CG34176","CG34176","FBgn0085205",FALSE,FALSE,"2L",4004080,4004480,"+",401
"CG15422","CG15422","FBgn0031579",TRUE,FALSE,"2L",4004984,4005670,"+",687
"CG15423","CG15423","FBgn0031580",FALSE,FALSE,"2L",4006041,4006606,"+",566
"CG43773","CG43773","FBgn0264295",FALSE,FALSE,"2L",4007690,4007984,"+",295
"CG43774","CG43774","FBgn0264296",FALSE,FALSE,"2L",4008653,4009090,"+",438
"ed","CG12676","FBgn0000547",TRUE,FALSE,"2L",4031377,4115749,"+",84373
"asRNA:CR44984","CR44984","FBgn0266319",TRUE,FALSE,"2L",4074279,4075952,"-",1674
"snoRNA:Me28S-C437","CR34661","FBgn0086032",FALSE,FALSE,"2L",4085890,4086005,"+",116
"Sr-CIII","CG31962","FBgn0020376",FALSE,FALSE,"2L",4120343,4121627,"+",1285
"Sr-CI","CG4099","FBgn0014033",TRUE,FALSE,"2L",4121702,4124153,"+",2452
"CG2955","CG2955","FBgn0031585",TRUE,FALSE,"2L",4149279,4151203,"+",1925
"Or24a","CG11767","FBgn0026394",FALSE,FALSE,"2L",4164689,4166134,"-",1446
"lncRNA:CR45791","CR45791","FBgn0267441",TRUE,FALSE,"2L",4185268,4186093,"-",826
"lncRNA:CR44057","CR44057","FBgn0264866",TRUE,FALSE,"2L",4185401,4186187,"+",787
"TBCC","CG31961","FBgn0051961",TRUE,FALSE,"2L",4186250,4187793,"-",1544
"lectin-24Db","CG2958","FBgn0040102",TRUE,FALSE,"2L",4188123,4189284,"+",1162
"Naprt","CG3714","FBgn0031589",TRUE,FALSE,"2L",4189340,4198071,"-",8732
"ft","CG3352","FBgn0001075",TRUE,FALSE,"2L",4198404,4221796,"-",23393
"CG3702","CG3702","FBgn0031590",TRUE,FALSE,"2L",4224650,4227097,"-",2448
"RpL40","CG2960","FBgn0003941",TRUE,FALSE,"2L",4227699,4228561,"+",863
"lncRNA:CR44608","CR44608","FBgn0265819",FALSE,FALSE,"2L",4228921,4229458,"+",538
"lncRNA:CR45720","CR45720","FBgn0267284",FALSE,FALSE,"2L",4240014,4240820,"-",807
"lncRNA:CR44058","CR44058","FBgn0264867",FALSE,FALSE,"2L",4241070,4242397,"+",1328
"lncRNA:CR44059","CR44059","FBgn0264868",TRUE,FALSE,"2L",4246209,4249676,"-",3468
"lncRNA:CR45294","CR45294","FBgn0266832",TRUE,FALSE,"2L",4255720,4256085,"-",366
"lncRNA:CR45295","CR45295","FBgn0266833",TRUE,FALSE,"2L",4256132,4256519,"-",388
"lncRNA:CR45296","CR45296","FBgn0266834",FALSE,FALSE,"2L",4256798,4257295,"-",498
"CG15425","CG15425","FBgn0265269",TRUE,FALSE,"2L",4257572,4258425,"+",854
"lncRNA:CR44080","CR44080","FBgn0264889",FALSE,FALSE,"2L",4259946,4261101,"-",1156
"Art2","CG3675","FBgn0031592",TRUE,FALSE,"2L",4277696,4281324,"-",3629
"tutl","CG15427","FBgn0010473",TRUE,FALSE,"2L",4283148,4323781,"+",40634
"bdl","CG16857","FBgn0028482",TRUE,FALSE,"2L",4324554,4331830,"+",7277
"Atet","CG2969","FBgn0020762",TRUE,FALSE,"2L",4333913,4345776,"+",11864
"mir-1005","CR42895","FBgn0262375",FALSE,FALSE,"2L",4343696,4343756,"+",61
"lncRNA:CR44697","CR44697","FBgn0265908",FALSE,FALSE,"2L",4347501,4347954,"+",454
"lncRNA:CR44698","CR44698","FBgn0265909",FALSE,FALSE,"2L",4348318,4348678,"+",361
"lncRNA:CR44699","CR44699","FBgn0265910",FALSE,FALSE,"2L",4349172,4349685,"+",514
"lncRNA:CR44700","CR44700","FBgn0265911",FALSE,FALSE,"2L",4350999,4351449,"+",451
"CG15429","CG15429","FBgn0031596",TRUE,FALSE,"2L",4352975,4354034,"+",1060
"lncRNA:CR45363","CR45363","FBgn0266903",FALSE,FALSE,"2L",4361689,4371303,"-",9615
"Traf4","CG3048","FBgn0026319",TRUE,FALSE,"2L",4361925,4380716,"+",18792
"CG17612","CG17612","FBgn0031597",TRUE,FALSE,"2L",4380722,4382735,"-",2014
"Vps53","CG3338","FBgn0031598",TRUE,FALSE,"2L",4382925,4386062,"-",3138
"Psf2","CG18013","FBgn0261976",TRUE,FALSE,"2L",4386182,4387356,"-",1175
"Tps1","CG4104","FBgn0027560",TRUE,FALSE,"2L",4388327,4392778,"+",4452
"CG3652","CG3652","FBgn0031600",TRUE,FALSE,"2L",4392770,4393876,"-",1107
"l(2)k05819","CG3054","FBgn0022153",TRUE,FALSE,"2L",4394196,4400487,"+",6292
"CG33003","CG33003","FBgn0053003",FALSE,FALSE,"2L",4400953,4403142,"+",2190
"Dim1","CG3058","FBgn0031601",TRUE,FALSE,"2L",4403251,4403955,"+",705
"CG15431","CG15431","FBgn0031602",TRUE,FALSE,"2L",4403992,4441282,"-",37291
"CG43055","CG43055","FBgn0262357",FALSE,FALSE,"2L",4411155,4411824,"+",670
"tRNA:Trp-CCA-2-1","CR31963","FBgn0051963",FALSE,FALSE,"2L",4418977,4419048,"-",72
"CG34178","CG34178","FBgn0085207",FALSE,FALSE,"2L",4433908,4435057,"+",1150
"CG34177","CG34177","FBgn0085206",FALSE,FALSE,"2L",4433908,4435057,"+",1150
"CG43056","CG43056","FBgn0262358",FALSE,FALSE,"2L",4437787,4438201,"+",415
"Sfp24F","CG42468","FBgn0259958",TRUE,FALSE,"2L",4441429,4442060,"-",632
"CG15432","CG15432","FBgn0031603",TRUE,FALSE,"2L",4442320,4442985,"+",666
"morgue","CG15437","FBgn0027609",TRUE,FALSE,"2L",4442870,4444680,"-",1811
"Elp3","CG15433","FBgn0031604",TRUE,FALSE,"2L",4444732,4446765,"+",2034
"MFS18","CG15438","FBgn0025684",TRUE,FALSE,"2L",4446670,4448635,"-",1966
"CG15439","CG15439","FBgn0031606",TRUE,FALSE,"2L",4449295,4453038,"-",3744
"Secp43","CG15440","FBgn0031607",TRUE,FALSE,"2L",4453169,4454453,"-",1285
"ND-B8","CG15434","FBgn0040705",TRUE,FALSE,"2L",4454626,4455207,"+",582
"Gs1l","CG15441","FBgn0019982",TRUE,FALSE,"2L",4455137,4456807,"-",1671
"RpL27A","CG15442","FBgn0285948",TRUE,FALSE,"2L",4457186,4458364,"-",1179
"snoRNA:Me18S-C1831","CR33674","FBgn0065053",FALSE,FALSE,"2L",4457603,4457674,"-",72
"mRpL27","CG33002","FBgn0053002",TRUE,FALSE,"2L",4458595,4459638,"-",1044
"CG15435","CG15435","FBgn0031608",TRUE,FALSE,"2L",4459729,4461746,"+",2018
"CG15443","CG15443","FBgn0031609",TRUE,FALSE,"2L",4461657,4463447,"-",1791
"Paris","CG15436","FBgn0031610",TRUE,FALSE,"2L",4463611,4465075,"+",1465
"FIG4","CG17840","FBgn0031611",TRUE,FALSE,"2L",4465174,4468022,"+",2849
"ine","CG15444","FBgn0011603",FALSE,FALSE,"2L",4468000,4477022,"-",9023
"dpy","CG33196","FBgn0053196",TRUE,FALSE,"2L",4477462,4614300,"-",136839
"HP6","CG15636","FBgn0031613",TRUE,FALSE,"2L",4577719,4578218,"-",500
"lncRNA:CR43716","CR43716","FBgn0263869",FALSE,FALSE,"2L",4582250,4582968,"-",719
"lncRNA:CR44609","CR44609","FBgn0265820",FALSE,FALSE,"2L",4619587,4620918,"+",1332
"lncRNA:CR45452","CR45452","FBgn0267008",FALSE,FALSE,"2L",4633881,4634342,"-",462
"BG642163","CG34102","FBgn0083938",TRUE,FALSE,"2L",4641296,4642872,"+",1577
"CG15635","CG15635","FBgn0031617",TRUE,FALSE,"2L",4642972,4646562,"+",3591
"CG43798","CG43798","FBgn0264342",FALSE,FALSE,"2L",4647051,4647920,"+",870
"CG3355","CG3355","FBgn0031619",FALSE,FALSE,"2L",4651403,4652892,"+",1490
"lncRNA:TS6","CR46329","FBgn0284415",FALSE,FALSE,"2L",4655478,4656209,"-",732
"CG11929","CG11929","FBgn0031620",TRUE,FALSE,"2L",4682677,4687232,"+",4556
"Elba1","CG12205","FBgn0000227",FALSE,FALSE,"2L",4683052,4684461,"-",1410
"Elba3","CG15634","FBgn0031621",TRUE,FALSE,"2L",4687511,4688956,"+",1446
"CG3251","CG3251","FBgn0031622",TRUE,FALSE,"2L",4688965,4690702,"-",1738
"dcma","CG34351","FBgn0085380",FALSE,FALSE,"2L",4694721,4722465,"+",27745
"Taf12L","CG15632","FBgn0031623",TRUE,FALSE,"2L",4700835,4701485,"-",651
"CG15631","CG15631","FBgn0031626",TRUE,FALSE,"2L",4732413,4734458,"-",2046
"fipi","CG15630","FBgn0031627",TRUE,FALSE,"2L",4734592,4794044,"-",59453
"CG42523","CG42523","FBgn0260428",TRUE,FALSE,"2L",4762895,4763951,"+",1057
"CG3294","CG3294","FBgn0031628",TRUE,FALSE,"2L",4794549,4796581,"+",2033
"slf","CG3244","FBgn0287234",FALSE,FALSE,"2L",4796600,4801923,"-",5324
"lncRNA:CR45297","CR45297","FBgn0266835",FALSE,FALSE,"2L",4811711,4811945,"-",235
"CG15629","CG15629","FBgn0031630",TRUE,FALSE,"2L",4813009,4815891,"+",2883
"CG3225","CG3225","FBgn0031631",TRUE,FALSE,"2L",4815613,4818245,"-",2633
"mir-4910","CR43562","FBgn0263577",FALSE,FALSE,"2L",4817816,4817881,"-",66
"CG15628","CG15628","FBgn0031632",TRUE,FALSE,"2L",4821774,4828945,"+",7172
"Fnta","CG2976","FBgn0031633",TRUE,FALSE,"2L",4829214,4830693,"-",1480
"mir-4912","CR43560","FBgn0263575",FALSE,FALSE,"2L",4829980,4830039,"-",60
"Ir25a","CG15627","FBgn0031634",TRUE,FALSE,"2L",4830846,4835300,"-",4455
"tank","CG15626","FBgn0031635",TRUE,FALSE,"2L",4835335,4837999,"-",2665
"CG12194","CG12194","FBgn0031636",TRUE,FALSE,"2L",4838347,4841465,"+",3119
"mxt","CG2950","FBgn0031637",TRUE,FALSE,"2L",4841482,4847295,"-",5814
"CG11927","CG11927","FBgn0031638",TRUE,FALSE,"2L",4847766,4849499,"+",1734
"mRpS2","CG2937","FBgn0031639",TRUE,FALSE,"2L",4849439,4850419,"-",981
"Mon1","CG11926","FBgn0031640",TRUE,FALSE,"2L",4850641,4852640,"+",2000
"smog","CG31660","FBgn0051660",TRUE,FALSE,"2L",4852864,4876792,"+",23929
"Cf2","CG11924","FBgn0000286",TRUE,FALSE,"2L",4876891,4883107,"-",6217
"CG3008","CG3008","FBgn0031643",TRUE,FALSE,"2L",4883298,4885669,"+",2372
"CG15625","CG15625","FBgn0031644",TRUE,FALSE,"2L",4889995,4891277,"+",1283
"CG3036","CG3036","FBgn0031645",TRUE,FALSE,"2L",4892112,4903889,"+",11778
"snsl","CG2837","FBgn0031646",FALSE,FALSE,"2L",4903865,4906762,"-",2898
"hoe1","CG12787","FBgn0041150",TRUE,FALSE,"2L",4908581,4932384,"-",23804
"hoe2","CG15624","FBgn0031649",TRUE,FALSE,"2L",4933047,4936450,"-",3404
"Sgs1","CG3047","FBgn0003372",FALSE,FALSE,"2L",4937409,4941423,"+",4015
"CG14044","CG14044","FBgn0031650",FALSE,FALSE,"2L",4942742,4944305,"+",1564
"mRpL24","CG8849","FBgn0031651",TRUE,FALSE,"2L",4944256,4945361,"-",1106
"betaggt-I","CG3469","FBgn0015000",TRUE,FALSE,"2L",4945579,4948324,"+",2746
"jet","CG8873","FBgn0031652",TRUE,FALSE,"2L",4948206,4949784,"-",1579
"Jon25Biii","CG8871","FBgn0031653",FALSE,FALSE,"2L",4949941,4950767,"-",827
"Jon25Bii","CG8869","FBgn0031654",FALSE,FALSE,"2L",4952243,4953136,"-",894
"Jon25Bi","CG8867","FBgn0020906",FALSE,FALSE,"2L",4954279,4955144,"-",866
"Marcal1","CG3753","FBgn0031655",TRUE,FALSE,"2L",4955509,4958292,"+",2784
"CG34124","CG34124","FBgn0083960",TRUE,FALSE,"2L",4958411,4965430,"+",7020
"asRNA:CR43824","CR43824","FBgn0264372",TRUE,FALSE,"2L",4963976,4965425,"-",1450
"CG34125","CG34125","FBgn0083961",TRUE,FALSE,"2L",4965673,4966399,"+",727
"eIF3i","CG8882","FBgn0015834",TRUE,FALSE,"2L",4966367,4967775,"-",1409
"Scox","CG8885","FBgn0262467",TRUE,FALSE,"2L",4967832,4968935,"-",1104
"Polr1C","CG3756","FBgn0031657",TRUE,FALSE,"2L",4969004,4970216,"+",1213
"l(2)05714","CG8886","FBgn0010607",TRUE,FALSE,"2L",4970135,4973921,"-",3787
"CG14043","CG14043","FBgn0031659",TRUE,FALSE,"2L",4971702,4973687,"+",1986
"mRpL28","CG3782","FBgn0031660",TRUE,FALSE,"2L",4973976,4975316,"+",1341
"Gmd","CG8890","FBgn0031661",TRUE,FALSE,"2L",4975300,4977023,"-",1724
"CG3792","CG3792","FBgn0031662",TRUE,FALSE,"2L",4977312,4978567,"+",1256
"CG8891","CG8891","FBgn0031663",TRUE,FALSE,"2L",4978484,4979379,"-",896
"CG8892","CG8892","FBgn0031664",TRUE,FALSE,"2L",4979513,4981592,"-",2080
"CG34126","CG34126","FBgn0083962",TRUE,FALSE,"2L",4981614,4992702,"+",11089
"Rtnl1","CG33113","FBgn0053113",TRUE,FALSE,"2L",4992808,5009720,"-",16913
"CG31917","CG31917","FBgn0031668",FALSE,FALSE,"2L",5009931,5010834,"-",904
"Tfb5","CG42373","FBgn0265968",FALSE,FALSE,"2L",5009931,5010834,"-",904
"SelT","CG3887","FBgn0031670",TRUE,FALSE,"2L",5010922,5012127,"+",1206
"vkg","CG16858","FBgn0016075",TRUE,FALSE,"2L",5012144,5028191,"-",16048
"Col4a1","CG4145","FBgn0000299",TRUE,FALSE,"2L",5029609,5037279,"+",7671
"SP555","CG14041","FBgn0260470",FALSE,FALSE,"2L",5037709,5040818,"+",3110
"CG14042","CG14042","FBgn0260451",FALSE,FALSE,"2L",5037709,5040818,"+",3110
"CG31650","CG31650","FBgn0031673",TRUE,FALSE,"2L",5040648,5044712,"-",4065
"CG33995","CG33995","FBgn0053995",FALSE,FALSE,"2L",5043270,5048365,"+",5096
"CG44001","CG44001","FBgn0264743",FALSE,FALSE,"2L",5043270,5048365,"+",5096
"CG44000","CG44000","FBgn0264742",FALSE,FALSE,"2L",5043270,5048365,"+",5096
"CG9121","CG9121","FBgn0031675",TRUE,FALSE,"2L",5047818,5051062,"-",3245
"eIF3h","CG9124","FBgn0022023",TRUE,FALSE,"2L",5051193,5053094,"-",1902
"senju","CG14040","FBgn0031676",TRUE,FALSE,"2L",5052843,5054575,"+",1733
"CG14036","CG14036","FBgn0031677",TRUE,FALSE,"2L",5054579,5055016,"-",438
"His3.3A","CG5825","FBgn0014857",TRUE,FALSE,"2L",5055058,5056149,"+",1092
"Nepl3","CG31918","FBgn0031678",TRUE,FALSE,"2L",5055982,5058248,"-",2267
"Rpn11","CG18174","FBgn0028694",TRUE,FALSE,"2L",5058404,5059790,"-",1387
"lncRNA:CR45291","CR45291","FBgn0266829",FALSE,FALSE,"2L",5060473,5060806,"-",334
